Processing Azure\azure-sdk-tools repo.
Label,Check Enforcer,,e99695
Label,Pipeline Witness,,e99695
Label,Webhook Router,,e99695
Label,GitHub Issues,,e99695
Label,Pull Request Labeler,,e99695
Label,Fabric Bot,Issues about creating rules for the fabric bot,e99695
Label,Docs,,e99695
Label,Client,This issue points to a problem in the data-plane of the library.,ffeb77
Label,auto-merge,Apply to PR's that we want to auto-merge when green,5df772
Label,needs-triage,This is a new issue that needs to be triaged to the appropriate team.,ededed
Label,Central-EngSys,This issue is owned by the Engineering System team.,ffeb77
Label,C99,C Language,c2e0c6
Label,C++,C++ Language,c2e0c6
Label,Network - Private Link,,e99695
Label,LLCView,,e99695
Label,.NET,,c2e0c6
Label,AAD,,e99695
Label,ACS,,e99695
Label,Advisor,,e99695
Label,AgriFood,,e99695
Label,AKS,,e99695
Label,Alerts Management,,e99695
Label,Analysis Services,,e99695
Label,API Analyzer,,e99695
Label,API Management,,e99695
Label,APIChange,This PR contains an addition or change to the API signature and must be reviewed by an architect.,d8f74c
Label,APIView,,e99695
Label,App Configuration,Azure.ApplicationModel.Configuration,e99695
Label,App Services,,e99695
Label,ARM,,e99695
Label,ARM - Core,,e99695
Label,ARM - Managed Applications,,e99695
Label,ARM - RBAC,,e99695
Label,ARM - Service Catalog,,e99695
Label,ARM - Tags,,e99695
Label,ARM - Templates,,e99695
Label,ARO,Azure Redhat OpenShift,e99695
Label,Attestation,,e99695
Label,Authentication,,e99695
Label,Authorization,,e99695
Label,Automation,,e99695
Label,AVS,,e99695
Label,Azure Arc enabled servers,,e99695
Label,Azure Stack,,e99695
Label,Azure.Core,,e99695
Label,Azure.Identity,,e99695
Label,Batch,,e99695
Label,BatchAI,,e99695
Label,Billing,,e99695
Label,blocking-release,Blocks release,d73a49
Label,Blueprint,,e99695
Label,Bot Service,,e99695
Label,breaking-change,,d73a49
Label,bug,This issue requires a change to an existing behavior in the product in order to be resolved.,eaa875
Label,Cloud Shell,,e99695
Label,CodeGen,Issues that relate to code generation,e99695
Label,Cognitive - Anomaly Detector,,e99695
Label,Cognitive - Bing,,e99695
Label,Cognitive - Computer Vision,,e99695
Label,Cognitive - Content Moderator,,e99695
Label,Cognitive - Custom Vision,,e99695
Label,Cognitive - Face,,e99695
Label,Cognitive - Form Recognizer,,e99695
Label,Cognitive - Immersive Reader,,e99695
Label,Cognitive - Ink Recognizer,,e99695
Label,Cognitive - Language,,e99695
Label,Cognitive - LUIS,,e99695
Label,Cognitive - Metrics Advisor,,e99695
Label,Cognitive - Mgmt,,e99695
Label,Cognitive - Personalizer,,e99695
Label,Cognitive - QnA Maker,,e99695
Label,Cognitive - Speech,,e99695
Label,Cognitive - Text Analytics,,e99695
Label,Cognitive - Translator,,e99695
