Processing Azure\azure-sdk-for-go repo.
Label,bug,This issue requires a change to an existing behavior in the product in order to be resolved.,eaa875
Label,help wanted,This issue is tracking work for which community contributions would be welcomed and appreciated,aaf5af
Label,question,The issue doesn't require a change to the product in order to be resolved. Most issues start as that,eaa875
Label,wontfix,,fef2c0
Label,Storage,,e99695
Label,KeyVault,,e99695
Label,CodeGen,,e99695
Label,Cognitive Services,,e99695
Label,Compute,,e99695
Label,Redis Cache,,e99695
Label,Cosmos,,e99695
Label,AAD,Azure Active Directory,e99695
Label,AKS,Azure Kubernetes Service,e99695
Label,Advisor,,e99695
Label,Analysis Services,,e99695
Label,API Management,,e99695
Label,App Services,"Including Web Apps, Function Apps and Logic Apps.",e99695
Label,Automation,,e99695
Label,Batch,,e99695
Label,BatchAI,,e99695
Label,Billing,,e99695
Label,Network - CDN,Content Delivery Network,e99695
Label,Commerce,,e99695
Label,Consumption,,e99695
Label,Container Instances,,e99695
Label,Container Registry,,e99695
Label,Customer Insights,,e99695
Label,Data Catalog,,e99695
Label,Data Factory,,e99695
Label,Data Lake Analytics,,e99695
Label,Data Lake Store,,e99695
Label,Event Grid,,e99695
Label,Graph,,e99695
Label,HDInsight,,e99695
Label,Intune,,e99695
Label,Insights,,e99695
Label,Machine Learning,,e99695
Label,Marketplace Ordering,,e99695
Label,Media Services,,e99695
Label,Mobile Engagement,,e99695
Label,Monitor,,e99695
Label,MySQL,,e99695
Label,Network,,e99695
Label,Notification Hub,,e99695
Label,Monitor - Operational Insights,,e99695
Label,Operations Management,,e99695
Label,Policy Insights,,e99695
Label,PostgreSQL,,e99695
Label,PowerBI,,e99695
Label,Relay,,e99695
Label,Reservations,,e99695
Label,Search,,e99695
Label,Security,,e99695
Label,Scheduler,,e99695
Label,Server Management,,e99695
Label,Service Bus,,e99695
Label,Service Fabric,,e99695
Label,Service Map,,e99695
Label,SQL,,e99695
Label,Storsimple,,e99695
Label,Stream Analytics,,e99695
Label,Visual Studio,,e99695
Label,Import Export,,e99695
Label,Machine Learning Compute,,e99695
Label,Machine Learning Experimentation,,e99695
Label,Migrate,,e99695
Label,Recovery Services Backup,,e99695
Label,Recovery Services Site-Recovery,,e99695
Label,Resource Health,,e99695
Label,ACS,,e99695
Label,ARM,,e99695
Label,Authorization,,e99695
Label,Azure Stack,,e99695
Label,Compute - Extensions,,e99695
Label,Compute - Images,,e99695
Label,Compute - Managed Disks,,e99695
Label,Compute - VM,,e99695
Label,Compute - VMSS,,e99695
Label,Data Lake,,e99695
Label,Data Migration,,e99695
Label,Devtestlab,,e99695
Label,Event Hubs,,e99695
Label,Logic App,,e99695
Label,Network - Application Gateway,,e99695
Label,Network - ExpressRoute,,e99695
Label,Network - Load Balancer,,e99695
Label,Network - Network Watcher,,e99695
