Processing Azure\azure-sdk-for-python repo.
Label,AAD,,e99695
Label,ACS,,e99695
Label,ADO,Issue is documented on MSFT ADO for internal tracking,D93F0B
Label,Advisor,,e99695
Label,AgriFood,,e99695
Label,AKS,,e99695
Label,Alerts Management,,e99695
Label,AMQP Python,,bfdadc
Label,Analysis Services,,e99695
Label,API Management,,e99695
Label,APIChange,This PR contains an addition or change to the API signature and must be reviewed by an architect.,d8f74c
Label,App Configuration,Azure.ApplicationModel.Configuration,e99695
Label,App Services,,e99695
Label,ArchApproved,This API addition or change has been reviewed and approved by a language architect.,33bb00
Label,ARM,,e99695
Label,ARM - Core,,e99695
Label,ARM - Managed Applications,,e99695
Label,ARM - RBAC,,e99695
Label,ARM - Service Catalog,,e99695
Label,ARM - Tags,,e99695
Label,ARM - Templates,,e99695
Label,ARM-Core Review,,d8f74c
Label,ARM-Core Triaged,,f7ec25
Label,ARO,Azure Redhat OpenShift,e99695
Label,ASM,,5319e7
Label,Attestation,,e99695
Label,Authentication,,e99695
Label,Authorization,,e99695
Label,auto-merge,Apply to PR's that we want to auto-merge when green,5df772
Label,Automation,,e99695
Label,Autorest Issue,,fef2c0
Label,autorestv3 generation,,32ba91
Label,AVS,,e99695
Label,Azure Arc Enabled Servers,,e99695
Label,Azure Communication Service TNM,Azure Communication Service Phone Number Management (TNM),e99695
Label,Azure Data Explorer,,e99695
Label,Azure Stack,,e99695
Label,Azure.Core,,e99695
Label,Azure.Identity,,e99695
Label,Azure.Mgmt.Core,Azure management core,f9d0c4
Label,Azure.Spring - Cosmos,,e99695
Label,Batch,,e99695
Label,BatchAI,,e99695
Label,Billing,,e99695
Label,blocking-release,Blocks release,d73a49
Label,Blueprint,,e99695
Label,Bot Service,,e99695
Label,breaking-change,,d73a49
Label,bug,This issue requires a change to an existing behavior in the product in order to be resolved.,eaa875
Label,Central-EngSys,This issue is owned by the Engineering System team.,ffeb77
Label,Client,This issue points to a problem in the data-plane of the library.,ffeb77
Label,Cloud Shell,,e99695
Label,CodeGen,Issues that relate to code generation,e99695
Label,Cognitive - Anomaly Detector,,e99695
Label,Cognitive - Bing,,e99695
Label,Cognitive - Computer Vision,,e99695
Label,Cognitive - Content Moderator,,e99695
Label,Cognitive - Custom Vision,,e99695
Label,Cognitive - Face,,e99695
Label,Cognitive - Form Recognizer,,e99695
Label,Cognitive - Immersive Reader,,e99695
Label,Cognitive - Ink Recognizer,,e99695
Label,Cognitive - Language,,e99695
Label,Cognitive - LUIS,,e99695
Label,Cognitive - Metrics Advisor,,e99695
Label,Cognitive - Mgmt,,e99695
Label,Cognitive - Personalizer,,e99695
Label,Cognitive - QnA Maker,,e99695
Label,Cognitive - Speech,,e99695
Label,Cognitive - Text Analytics,,e99695
Label,Cognitive - Translator,,e99695
Label,Cognitive - Vision,,e99695
Label,Cognitive Services,,e99695
Label,Commerce,,e99695
Label,Communication,,e99695
Label,Communication - Calling Server,,e99695
Label,Communication - Chat,,e99695
Label,Communication - Common,,e99695
Label,Communication - Identity,,e99695
Label,Communication - Network Traversal,,e99695
Label,Communication - Phone Numbers,,e99695
Label,Communication - Short Codes,,e99695
Label,Communication - SMS,,e99695
Label,Communication - Resource Manager,,e99695
Label,Community Contribution,Community members are working on the issue,1aa874
Label,Compute,,e99695
Label,Compute - Extensions,,e99695
Label,Compute - Images,,e99695
Label,Compute - Managed Disks,,e99695
Label,Compute - RDFE,,e99695
Label,Compute - VM,,e99695
Label,Compute - VMSS,,e99695
Label,Confidential Ledger,,e99695
Label,Connected Kubernetes,,e99695
Label,Consumption - Billing,All issues in consumption where billing/price-related data is shown.,e99695
Label,Consumption - Budget,"All issues in consumption for Budgets API, Alert API and other Notification scenarios.",e99695
Label,Consumption - Query,"All issues in consumption associated with tags, dimensions and forecasts.",e99695
Label,Consumption - RIandShowBack,All issues in consumption associated with Reservation and ShowBack.,e99695
Label,Consumption - UsageDetailsAndExport,All issues in consumption for usage details API and exports API.,e99695
Label,Container Instances,,e99695
Label,Container Registry,,e99695
Label,Container Service,,e99695
Label,Cosmos,,e99695
Label,Cost Management - Billing,All issues in cost management where billing/price-related data is shown.,e99695
Label,Cost Management - Budget,"All issues in cost management for Budgets API, Alert API and other Notification scenarios.",e99695
Label,Cost Management - Query,"All issues in cost management associated with tags, dimensions and forecasts.",e99695
Label,Cost Management - RIandShowBack,All issues in cost management associated with Reservation and ShowBack.,e99695
Label,Cost Management - UsageDetailsAndExport,All issues in cost management for usage details API and exports API.,e99695
Label,Custom Providers,,e99695
Label,Customer Insights,,e99695
Label,customer-reported,Issues that are reported by GitHub users external to the Azure organization.,3800e0
Label,CXP Attention,The Azure CXP Support Team is responsible for this issue.,10066b
Label,CycleCloud,,e99695
Label,Data Bricks,,e99695
Label,Data Catalog,,e99695
Label,Data Factory,,e99695
Label,Data Lake,,e99695
Label,Data Lake Analytics,,e99695
Label,Data Lake Storage Gen1,,e99695
Label,Data Lake Storage Gen2,,e99695
Label,Data Lake Store,,e99695
Label,Data Migration,,e99695
Label,Data Share,,e99695
Label,DataBox,,e99695
Label,DataBox Edge,,e99695
Label,dependencies,Pull requests that update a dependency file,0366d6
Label,design-discussion,An area of design currently under discussion and open to team and community feedback.,0BABDF
Label,Dev Spaces,,e99695
Label,Device Update,,e99695
Label,DevOps,,e99695
Label,Devtestlab,,e99695
Label,DiagnosticSettings,,9a34d1
Label,Digital Twins,,e99695
Label,Do Not Merge,,b60205
Label,Docs,,e99695
Label,Docs-Hackathon,,e99695
Label,duplicate,This issue is the duplicate of another issue,e4c288
Label,EngSys,This issue is impacting the engineering system.,e99695
Label,Epic,,3E4B9E
Label,Event Grid,,e99695
Label,Event Hubs,,e99695
Label,feature-request,This issue requires a new behavior in the product in order be resolved.,eaa875
Label,Functions,,e99695
Label,good first issue,This issue tracks work that may be a good starting point for a first-time contributor,64c170
Label,Graph,,e99695
Label,Graph.Microsoft,,e99695
Label,Graph.Windows,,e99695
Label,Guest Configuration,,e99695
Label,HDInsight,,e99695
Label,help wanted,This issue is tracking work for which community contributions would be welcomed and appreciated,64c170
Label,HPC Cache,,e99695
Label,Import Export,,e99695
Label,Insights,,e99695
Label,Intune,,e99695
Label,IoT,,e99695
Label,IoT/CLI,,e99695
Label,issue-addressed,The Azure SDK team member assisting with this issue believes it to be addressed and ready to close.,5df772
Label,KeyVault,,e99695
Label,Kubernetes Configuration,,e99695
Label,Kusto,,e99695
Label,Lab Services,,e99695
Label,LiveTestFailure,,cb6eea
Label,LLC,,e99695
Label,Logic App,,e99695
Label,LOUIS,,e99695
Label,Low Level Client,,0052cc
Label,Machine Learning,,e99695
Label,Machine Learning Compute,,e99695
Label,Machine Learning Experimentation,,e99695
Label,Managed Identity,,e99695
Label,ManagedServices,,e99695
Label,manual-test-pass,Issue found during manual test pass,3bacb5
Label,Maps,,e99695
Label,MariaDB,,e99695
Label,Marketplace Ordering,,e99695
Label,Media Services,,e99695
Label,Messaging,Messaging crew,5BA2B3
Label,Metrics,,fc71b4
Label,Mgmt,This issue is related to a management-plane library.,ffeb77
Label,Mgmt-EngSys,Engineering System (Management Plane Specific),ffeb77
Label,Migrate,,e99695
Label,Mixed Reality,,e99695
Label,ML-AutoML,AreaPath,e99695
Label,ML-Compute,AreaPath,e99695
Label,ML-CoreUI,AreaPath,e99695
Label,ML-Data Labeling,AreaPath,e99695
Label,ML-Data4ML,AreaPath,e99695
Label,ML-Designer,AreaPath,e99695
Label,ML-Field Enablement,AreaPath,e99695
Label,ML-Inference,AreaPath,e99695
Label,ML-Infrastructure,AreaPath,e99695
Label,ML-MLOps,AreaPath,e99695
Label,ML-Pipelines,AreaPath,e99695
Label,ML-PM,AreaPath,e99695
Label,ML-Reinforcement Learning,AreaPath,e99695
Label,ML-Responsible AI,AreaPath,e99695
Label,ML-Training,AreaPath,e99695
Label,ML-Workspace Management,AreaPath,e99695
Label,Mobile Engagement,,e99695
Label,Monitor,"Monitor, Operational Insights",e99695
Label,Monitor - ActionGroups,,e99695
Label,Monitor - ActivityLogs,,e99695
Label,Monitor - Alerts,,e99695
Label,Monitor - ApplicationInsights,,e99695
Label,Monitor - Autoscale,,e99695
Label,Monitor - Diagnostic Settings,,e99695
Label,Monitor - Exporter,Monitor OpenTelemetry Exporter,e99695
Label,Monitor - Log,Monitor Log Analytics,e99695
Label,Monitor - Log Analytics,,e99695
Label,Monitor - LogAnalytics,,e99695
Label,Monitor - Metrics,,e99695
Label,Monitor - Operational Insights,,e99695
Label,Monitor - Query,,e99695
Label,MQ,"This issue is part of a ""milestone of quality"" initiative.",7365c9
Label,MQ-Storage,"Storage ""Milestone Quality"" investments.",5df772
Label,MySQL,,e99695
Label,needs-author-feedback,More information is needed from author to address the issue.,f72598
Label,needs-team-attention,This issue needs attention from Azure service team or SDK team,3BA0F8
Label,needs-team-triage,This issue needs the team to triage.,ededed
Label,needs-triage,This is a new issue that needs to be triaged to the appropriate team.,ededed
Label,Network,,e99695
Label,Network - Application Gateway,,e99695
Label,Network - Bastion,,e99695
Label,Network - CDN,,e99695
Label,Network - DDoS Protection,,e99695
Label,Network - DNS,,e99695
Label,Network - ExpressRoute,,e99695
Label,Network - Firewall,,e99695
Label,Network - Front Door,Service: Azure Front Door,e99695
Label,Network - Load Balancer,,e99695
Label,Network - Network Virtual Appliance,,e99695
Label,Network - Network Watcher,,e99695
Label,Network - Private Link,,e99695
Label,Network - Traffic Manager,,e99695
Label,Network - Virtual Network,,e99695
Label,Network - Virtual Network NAT,,e99695
Label,Network - Virtual WAN,,e99695
Label,Network - VPN Gateway,,e99695
Label,no-recent-activity,There has been no recent activity on this issue.,bbbbbb
Label,Notification Hub,,e99695
Label,Operations Management,,e99695
Label,P0,,e10c02
Label,P1,,d7e102
Label,P2,,02d7e1
Label,P3,,e102d8
Label,Packaging,,bfdadc
Label,Peering,,e99695
Label,pillar-acquisition,"This issue is related to the ability to acquire new customers, one of our core engineering pillars.",65a5c9
Label,pillar-compatibility,"This issue is related to compatibility between versions, one of our core engineering pillars.",65a5c9
Label,pillar-performance,"The issue is related to performance, one of our core engineering pillars.",65a5c9
Label,pillar-reliability,"The issue is related to reliability, one of our core engineering pillars. (includes stress testing)",65a5c9
Label,Policy,,e99695
Label,Policy Insights,,e99695
Label,PostgreSQL,,e99695
Label,PowerBI,,e99695
Label,Preview,,5776bf
Label,Purview,,e99695
Label,Python,,c6753f
Label,Quantum,,e99695
Label,question,The issue doesn't require a change to the product in order to be resolved. Most issues start as that,eaa875
Label,Quota,Quota Service,e99695
Label,RDBMS,,bfd4f2
Label,Recovery Services,,e99695
Label,Recovery Services Backup,,e99695
Label,Recovery Services Site-Recovery,,e99695
Label,Redis Cache,,e99695
Label,Relay,,e99695
Label,Reservations,,e99695
Label,Resource Authorization,,e99695
Label,Resource Graph,,e99695
Label,Resource Health,,e99695
Label,RestAPI,,006b75
Label,RestPRInProgress,,fbca04
Label,RestPRMerged,,0e8a16
Label,RestPRRefused,,b60205
Label,Scheduler,,e99695
Label,Schema Registry,,e99695
Label,Search,,e99695
Label,Security,,e99695
Label,SecurityInsights,,e99695
Label,Server Management,,e99695
Label,Service,This issue points to a problem in the service.,ffeb77
Label,Service Attention,This issue is responsible by Azure service team.,10066b
Label,Service Bus,,e99695
Label,Service Fabric,,e99695
Label,Service Map,,e99695
Label,ServicePR,,1d76db
Label,servicing,Bugs that require a hotfix release,d73a49
Label,SignalR,,e99695
Label,SpecPRClosed,,b60205
Label,SpecPRInProgress,,fbca04
Label,SpecPRMerged,,0e8a16
Label,SQL,,e99695
Label,SQL - Backup & Restore,,e99695
Label,SQL - Data Security,,e99695
Label,SQL - Elastic Jobs,,e99695
Label,SQL - Managed Instance,,e99695
Label,SQL - Replication & Failover,,e99695
Label,SQL - VM,,e99695
Label,Storage,"Storage Service (Queues, Blobs, Files)",e99695
Label,Storsimple,,e99695
Label,Stream Analytics,,e99695
Label,Stress,"This issue is related to stress testing, part of our reliability pillar.",65a5c9
Label,Subscription,,e99695
Label,Support,,e99695
Label,Swagger,,fbca04
Label,Synapse,,e99695
Label,Tables,,e99695
Label,test enhancement,,77ffdf
Label,test-enhancement,,7365c9
Label,test-manual-pass,,c0eaf9
Label,test-reliability,Issue that causes tests to be unreliable,e04545
Label,test-sovereign-cloud,,BF2B6C
Label,TimeseriesInsights,,e99695
Label,Track 2 Migration,,1d76db
Label,Track1,,e99695
Label,Track2,,ddea88
Label,Training,Work items that track the work to build training materials for building Client libraries,e99695
Label,uAMQP,,C1863B
Label,vFXT,,e99695
Label,VideoAnalyzer,Azure Video Analyzer,e99695
Label,Visual Studio,,e99695
Label,Web Apps,,e99695
Label,WebPubSub,,e99695
